numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07207;20230204210000;104290;70;1;360;1.900000;280.950000;276.250000;72;20000;2;2;mq;100;8;800;35;mq;mq;103750;mq;mq;390;mq;mq;mq;mq;mq;mq;mq;2.600000;4.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;6;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20230204210000;104170;110;1;360;2.500000;281.650000;276.850000;72;59640;0;mq;mq;100;8;1250;mq;mq;mq;103840;mq;mq;350;mq;mq;mq;mq;280.750000;mq;mq;5.000000;5.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1170;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20230204210000;104040;70;2;360;3.000000;281.650000;278.950000;83;60000;0;mq;mq;100;8;1250;mq;mq;mq;102640;mq;mq;270;mq;mq;mq;mq;280.550000;mq;mq;6.100000;6.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20230204210000;103940;60;3;10;2.100000;281.850000;279.650000;86;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101880;mq;mq;180;mq;mq;mq;mq;280.450000;mq;mq;3.500000;4.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20230204210000;103760;70;3;10;3.100000;281.950000;279.750000;86;43750;0;mq;mq;100;6;800;mq;mq;mq;101050;mq;mq;160;mq;mq;mq;mq;280.250000;mq;mq;5.500000;5.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;6;mq;600;8;mq;1560;mq;mq;mq;mq;mq;mq;
07299;20230204210000;103860;70;2;260;1.300000;274.850000;274.450000;97;8130;0;mq;mq;90;7;1250;mq;mq;mq;100420;mq;mq;330;mq;mq;mq;mq;272.550000;mq;mq;1.600000;2.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;1380;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20230204210000;104070;90;3;360;6.500000;282.350000;278.750000;78;18000;2;2;mq;100;8;1250;35;mq;mq;103780;mq;mq;250;mq;mq;mq;mq;mq;mq;mq;8.300000;8.600000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;6;1000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20230204210000;104020;80;3;350;3.900000;281.450000;276.850000;73;60000;0;mq;mq;100;8;1250;mq;mq;mq;102520;mq;mq;210;mq;mq;mq;mq;280.250000;mq;mq;5.800000;7.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1020;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20230204210000;103830;40;3;360;4.300000;280.050000;278.650000;91;46720;0;mq;mq;100;8;800;mq;mq;mq;98890;mq;mq;130;mq;mq;mq;mq;278.350000;mq;mq;7.500000;7.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;810;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20230204210000;103780;50;3;350;3.100000;281.250000;279.550000;89;39530;0;mq;mq;100;8;450;mq;mq;mq;99720;mq;mq;30;mq;mq;mq;mq;279.150000;mq;mq;4.900000;4.900000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20230204210000;mq;60;3;340;3.400000;278.250000;275.250000;81;20000;0;mq;mq;100;8;450;mq;mq;mq;93660;92500;935;10;mq;mq;mq;mq;277.050000;mq;mq;6.200000;6.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;570;8;mq;720;mq;mq;mq;mq;mq;mq;
07481;20230204210000;103520;30;3;340;7.200000;280.950000;278.950000;87;25000;1;0;0;0;0;mq;30;20;10;100560;mq;mq;-40;mq;mq;mq;mq;mq;mq;mq;10.400000;10.400000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20230204210000;103880;70;3;350;3.200000;282.250000;278.750000;79;58210;0;mq;mq;100;8;800;mq;mq;mq;103280;mq;mq;150;mq;mq;mq;mq;278.850000;mq;mq;5.300000;5.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20230204210000;103690;100;3;280;1.400000;279.550000;276.650000;82;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100460;mq;mq;120;mq;mq;mq;mq;274.350000;mq;mq;2.700000;3.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20230204210000;103410;100;3;340;6.900000;278.350000;274.850000;78;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94840;mq;mq;50;mq;mq;mq;mq;276.050000;mq;mq;11.100000;12.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20230204210000;103200;170;3;40;4.700000;282.950000;277.550000;69;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;102290;mq;mq;0;mq;mq;mq;mq;281.150000;mq;mq;9.100000;17.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20230204210000;mq;170;1;0;0.000000;274.850000;271.250000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92550;mq;mq;50;mq;270.650000;mq;283.950000;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20230204210000;103880;80;1;260;1.700000;278.750000;276.950000;88;60000;0;mq;mq;100;8;800;mq;mq;mq;103130;mq;mq;200;mq;mq;mq;mq;273.650000;mq;mq;2.200000;2.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;780;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20230204210000;103950;50;1;220;2.200000;274.150000;271.550000;83;15970;0;mq;mq;mq;0;mq;mq;mq;mq;99370;mq;mq;210;mq;mq;mq;mq;273.550000;mq;mq;2.900000;2.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20230204210000;103840;60;1;290;2.800000;278.450000;275.650000;82;20000;0;mq;mq;100;8;800;mq;mq;mq;98730;mq;mq;180;mq;mq;mq;mq;274.950000;mq;mq;4.300000;4.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;8;mq;690;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20230204210000;103750;70;1;280;5.100000;279.250000;274.950000;74;25590;0;mq;mq;mq;0;mq;mq;mq;mq;101870;mq;mq;150;mq;mq;mq;mq;277.350000;mq;mq;7.600000;8.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20230204210000;102810;80;3;350;9.800000;287.050000;274.950000;44;60000;0;mq;mq;mq;mq;mq;mq;mq;mq;102710;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;18.000000;20.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20230204210000;102600;280;3;340;1.400000;282.650000;277.650000;71;57670;0;mq;mq;mq;1;4200;mq;mq;mq;102210;mq;mq;-40;mq;mq;mq;mq;276.150000;mq;mq;2.100000;4.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;4200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20230204210000;mq;mq;mq;90;4.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.700000;9.300000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20230204210000;102490;140;1;330;4.400000;282.150000;280.150000;87;20000;3;0;0;50;1;800;35;20;11;102170;mq;mq;-20;mq;mq;mq;mq;278.250000;mq;mq;6.600000;6.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;900;4;0;8000;mq;mq;mq;mq;mq;mq;
07747;20230204210000;103020;120;0;300;13.000000;284.550000;273.050000;45;60000;0;mq;mq;mq;0;mq;mq;mq;mq;102480;mq;mq;100;mq;mq;mq;mq;281.850000;mq;mq;22.800000;22.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20230204210000;102430;90;3;20;4.200000;280.150000;278.150000;87;14380;0;mq;mq;mq;0;mq;mq;mq;mq;102320;mq;mq;-350;mq;mq;mq;mq;278.650000;mq;mq;6.000000;6.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20230204210000;102470;150;2;230;3.000000;280.650000;279.250000;91;26280;0;mq;mq;mq;0;mq;mq;mq;mq;102320;mq;mq;-90;mq;mq;mq;mq;279.650000;mq;mq;4.000000;4.000000;-10;mq;0.000000;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20230204210000;100890;110;8;270;2.300000;299.750000;297.950000;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100840;mq;mq;-200;mq;297.450000;mq;303.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20230204210000;100910;20;8;mq;mq;299.750000;297.550000;88;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100840;mq;mq;-300;mq;299.250000;mq;305.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20230204210000;mq;100;8;120;5.500000;300.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100780;mq;mq;mq;300.550000;mq;305.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20230204210000;101070;-70;8;110;5.300000;298.850000;294.250000;76;46220;0;mq;mq;mq;1;7500;mq;mq;mq;100920;mq;mq;-160;mq;mq;mq;mq;mq;mq;mq;8.300000;8.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.400000;0.400000;0.400000;mq;mq;mq;mq;1;mq;7500;mq;9;mq;mq;mq;mq;mq;mq;mq;
61996;20230204210000;102620;110;8;180;5.100000;287.750000;283.950000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102270;mq;mq;-250;mq;286.650000;mq;292.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20230204210000;102220;140;3;260;5.800000;278.850000;274.750000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100420;mq;mq;900;mq;278.650000;mq;284.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20230204210000;101260;-10;8;40;2.600000;279.350000;279.350000;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100890;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.600000;-10;mq;mq;mq;mq;1.000000;3.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20230204210000;100960;0;0;280;2.700000;300.550000;297.850000;85;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100880;mq;mq;-140;mq;mq;mq;mq;mq;mq;mq;3.200000;4.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20230204210000;99440;160;3;250;18.400000;259.150000;257.550000;88;690;71;mq;mq;100;8;150;mq;mq;mq;99350;mq;mq;1140;mq;mq;mq;mq;272.250000;mq;mq;27.700000;27.700000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;180;3;mq;390;6;mq;570;mq;mq;mq;
78890;20230204210000;101840;10;5;80;9.600000;299.450000;294.450000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101520;mq;mq;160;mq;297.550000;mq;300.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20230204210000;101920;40;6;60;7.800000;300.250000;293.850000;68;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101400;mq;mq;150;mq;295.650000;mq;302.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20230204210000;101850;0;5;90;5.100000;299.450000;294.650000;75;39130;mq;mq;mq;mq;mq;mq;mq;mq;mq;101760;mq;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;1.000000;1.400000;6.500000;7.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20230204210000;101840;10;5;120;7.900000;299.650000;294.850000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101390;mq;mq;180;mq;296.150000;mq;301.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;3.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20230204210000;101800;10;3;110;8.200000;300.350000;294.850000;72;34610;0;mq;mq;mq;mq;mq;mq;mq;mq;101710;mq;mq;190;mq;mq;mq;mq;mq;mq;mq;11.000000;11.500000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20230204210000;101210;60;6;40;2.600000;298.650000;296.550000;88;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;20;mq;296.350000;mq;303.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;1.000000;2.200000;2.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20230204210000;101310;10;3;80;6.000000;297.350000;296.650000;96;760;64;mq;mq;100;7;250;mq;mq;mq;101220;mq;mq;120;mq;mq;mq;mq;297.250000;mq;mq;11.500000;11.500000;-10;mq;mq;mq;mq;5.700000;8.200000;11.200000;41.700000;46.700000;mq;mq;mq;mq;2;mq;240;5;mq;450;7;mq;660;mq;9;mq;
81408;20230204210000;101230;50;3;0;0.000000;297.250000;296.750000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;70;mq;296.350000;mq;302.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.000000;14.500000;16.700000;23.900000;26.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20230204210000;mq;mq;mq;30;1.800000;297.050000;296.850000;99;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;296.250000;mq;304.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;8.800000;8.800000;8.800000;17.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20230204210000;98110;60;1;130;9.800000;264.750000;256.350000;47;30000;mq;mq;mq;0;mq;mq;mq;mq;mq;97570;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;18.000000;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20230205000000;104050;0;0;290;2.900000;279.250000;277.850000;91;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;103140;mq;mq;420;mq;mq;mq;mq;277.150000;mq;mq;3.800000;5.400000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20230205000000;103930;-20;8;250;2.400000;280.550000;278.550000;87;20000;0;mq;mq;100;5;1250;mq;mq;mq;103340;mq;mq;450;mq;mq;mq;mq;279.850000;mq;mq;2.900000;3.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;5;mq;1470;8;mq;1680;mq;mq;mq;mq;mq;mq;
07020;20230205000000;104200;0;0;290;2.900000;283.050000;280.950000;87;18000;2;2;mq;100;8;800;38;mq;mq;104090;mq;mq;420;mq;mq;mq;mq;mq;mq;mq;4.400000;4.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;6;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20230205000000;104220;20;0;270;1.700000;279.850000;277.550000;85;36920;0;mq;mq;100;8;1250;mq;mq;mq;103370;mq;mq;410;mq;mq;mq;mq;280.150000;mq;mq;2.500000;3.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1260;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20230205000000;104160;20;2;280;2.100000;279.650000;275.750000;76;27100;0;mq;mq;100;7;1250;mq;mq;mq;102190;mq;mq;430;mq;mq;mq;mq;279.550000;mq;mq;3.000000;3.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;1080;8;mq;1560;mq;mq;mq;mq;mq;mq;
07072;20230205000000;103950;50;3;320;4.600000;281.150000;279.450000;89;20000;0;mq;mq;100;8;1250;mq;mq;mq;102760;mq;mq;430;mq;mq;mq;mq;280.450000;mq;mq;6.500000;7.200000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.200000;mq;mq;mq;mq;8;mq;1350;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20230205000000;104390;70;1;220;1.300000;279.350000;277.050000;85;16670;0;mq;mq;100;8;1250;mq;mq;mq;103150;mq;mq;450;mq;mq;mq;mq;278.250000;mq;mq;1.600000;2.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1470;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20230205000000;104310;30;0;220;3.400000;281.250000;278.150000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;103580;mq;mq;420;mq;mq;mq;mq;mq;mq;mq;5.100000;5.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20230205000000;104300;40;2;320;1.300000;280.350000;278.450000;88;15210;0;mq;mq;100;8;1250;mq;mq;mq;103830;mq;mq;410;mq;mq;mq;mq;280.350000;mq;mq;1.800000;2.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;1110;8;mq;1290;mq;mq;mq;mq;mq;mq;
07139;20230205000000;104220;10;3;300;1.100000;278.950000;278.250000;95;20000;0;mq;mq;100;8;1250;mq;mq;mq;102400;mq;mq;410;mq;mq;mq;mq;279.650000;mq;mq;1.500000;1.700000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;1170;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20230205000000;104100;70;3;330;3.900000;280.750000;277.150000;78;20000;3;2;2;90;7;1250;35;mq;mq;102970;mq;mq;420;mq;mq;mq;mq;mq;mq;mq;6.100000;7.700000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;1.000000;1.000000;mq;mq;mq;mq;7;6;1350;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20230205000000;103980;70;3;300;4.100000;280.650000;279.950000;95;8070;0;mq;mq;100;8;1750;mq;mq;mq;102510;mq;mq;360;mq;mq;mq;mq;280.150000;mq;mq;4.900000;4.900000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;8;mq;1620;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20230205000000;103880;20;3;280;0.700000;278.350000;276.950000;91;19590;0;mq;mq;100;8;800;mq;mq;mq;99550;mq;mq;360;mq;mq;mq;mq;275.350000;mq;mq;1.200000;1.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;7;mq;720;8;mq;1230;mq;mq;mq;mq;mq;mq;
07190;20230205000000;103920;30;0;230;1.400000;274.750000;274.150000;96;7310;0;mq;mq;75;6;1250;mq;mq;mq;102000;mq;mq;530;mq;mq;mq;mq;273.250000;mq;mq;1.800000;1.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;6;mq;1290;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20230205000000;104360;70;1;360;2.300000;281.050000;277.250000;77;22000;2;2;mq;100;8;800;35;mq;mq;103820;mq;mq;440;mq;mq;mq;mq;mq;mq;mq;3.200000;3.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;6;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20230205000000;104250;80;3;20;3.100000;281.350000;275.950000;69;60000;0;mq;mq;100;8;1250;mq;mq;mq;103920;mq;mq;400;mq;mq;mq;mq;280.250000;mq;mq;5.500000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1230;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20230205000000;104130;90;3;350;3.800000;281.150000;276.950000;75;60000;0;mq;mq;100;8;1250;mq;mq;mq;102730;mq;mq;330;mq;mq;mq;mq;280.250000;mq;mq;8.300000;8.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1290;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20230205000000;103990;50;3;360;2.000000;281.450000;280.250000;92;16850;0;mq;mq;mq;mq;mq;mq;mq;mq;101930;mq;mq;220;mq;mq;mq;mq;280.450000;mq;mq;4.400000;4.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20230205000000;103810;40;2;360;1.900000;281.250000;279.850000;91;26940;0;mq;mq;100;8;450;mq;mq;mq;101090;mq;mq;210;mq;mq;mq;mq;280.350000;mq;mq;3.400000;4.800000;-10;0;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;4;mq;390;8;mq;780;mq;mq;mq;mq;mq;mq;
07299;20230205000000;103930;50;1;240;1.100000;274.050000;273.650000;97;4510;10;mq;mq;75;6;1250;mq;mq;mq;100470;mq;mq;380;mq;mq;mq;mq;272.550000;mq;mq;1.500000;1.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;mq;1140;6;mq;1320;mq;mq;mq;mq;mq;mq;
07314;20230205000000;104140;70;1;360;6.300000;281.950000;277.950000;76;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;103850;mq;mq;300;mq;mq;mq;mq;mq;mq;mq;8.000000;8.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20230205000000;104090;70;3;360;4.100000;280.750000;278.350000;85;53200;0;mq;mq;100;8;450;mq;mq;mq;102590;mq;mq;290;mq;mq;mq;mq;280.250000;mq;mq;6.300000;6.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;420;8;mq;1170;mq;mq;mq;mq;mq;mq;
07434;20230205000000;103930;80;1;360;3.700000;279.350000;277.850000;90;40690;0;mq;mq;100;8;800;mq;mq;mq;98970;mq;mq;230;mq;mq;mq;mq;279.050000;mq;mq;7.000000;7.000000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;810;mq;mq;mq;mq;mq;mq;mq;mq;mq;
