Heures;mois;t;jour_semaine;jour_mois;Consommation
12;2;11.361904761904787;0;22;70033.0
15;2;11.547619047619069;0;22;66589.0
18;2;10.152380952380977;0;22;65590.0
21;2;9.500000000000025;0;22;64968.0
0;2;8.764285714285739;1;23;63158.0
3;2;8.090476190476213;1;23;55338.0
6;2;7.742857142857163;1;23;57662.0
9;2;8.476190476190501;1;23;69838.0
12;2;10.050000000000026;1;23;70904.0
15;2;10.361904761904785;1;23;66569.0
18;2;7.990476190476208;1;23;65641.0
21;2;6.659523809523834;1;23;67190.0
0;2;5.652380952380972;2;24;65829.0
3;2;4.947619047619074;2;24;58485.0
6;2;4.614285714285738;2;24;60966.0
9;2;6.8170731707317325;2;24;72566.0
12;2;9.733333333333357;2;24;72741.0
15;2;10.254761904761924;2;24;68254.0
18;2;8.164285714285736;2;24;68354.0
21;2;6.557142857142881;2;24;68327.0
0;2;5.4690476190476405;3;25;66871.0
3;2;4.838095238095259;3;25;59717.0
6;2;4.3095238095238315;3;25;62157.0
9;2;6.297619047619075;3;25;73805.0
12;2;8.56585365853661;3;25;72768.0
15;2;8.465000000000023;3;25;68049.0
18;2;6.5476190476190705;3;25;68195.0
21;2;4.785714285714308;3;25;69674.0
0;2;3.711904761904783;4;26;68756.0
3;2;2.728571428571448;4;26;61636.0
6;2;2.0666666666666833;4;26;64568.0
9;2;4.800000000000021;4;26;75969.0
12;2;7.807317073170753;4;26;73713.0
15;2;8.066666666666686;4;26;67698.0
18;2;5.941463414634168;4;26;68032.0
21;2;4.3878048780488035;4;26;69981.0
0;2;3.7404761904762114;5;27;69430.0
3;2;3.500000000000019;5;27;60900.0
6;2;3.3571428571428776;5;27;59272.0
9;2;4.997560975609778;5;27;66453.0
12;2;7.375609756097584;5;27;69072.0
15;2;8.112195121951245;5;27;63322.0
18;2;6.582926829268311;5;27;63251.0
21;2;5.5428571428571685;5;27;66180.0
0;2;4.75714285714288;6;28;67570.0
3;2;3.9829268292683153;6;28;59897.0
6;2;3.4804878048780763;6;28;57214.0
9;2;4.6707317073170955;6;28;61908.0
12;2;7.00487804878051;6;28;66158.0
15;2;7.69268292682929;6;28;59801.0
18;2;5.972500000000025;6;28;60723.0
21;2;5.112195121951241;6;28;67453.0
0;2;4.27317073170734;0;29;67841.0
3;2;3.631707317073194;0;29;62038.0
6;2;2.904878048780509;0;29;65662.0
9;2;4.270731707317096;0;29;77879.0
12;2;6.625000000000023;0;29;77624.0
15;2;7.9404761904762164;0;29;72146.0
18;2;5.878571428571452;0;29;70666.0
21;2;4.235714285714312;0;29;73151.0
0;3;3.119047619047642;1;1;71487.0
3;3;2.4738095238095474;1;1;64775.0
6;3;2.173809523809543;1;1;67087.0
9;3;5.7833333333333545;1;1;77863.0
12;3;8.864285714285733;1;1;76720.0
15;3;9.783333333333362;1;1;72131.0
18;3;8.614285714285735;1;1;71679.0
21;3;8.030952380952405;1;1;70773.0
0;3;7.95476190476193;2;2;67586.0
3;3;7.759523809523826;2;2;60023.0
6;3;7.619047619047641;2;2;61511.0
9;3;8.821428571428594;2;2;72938.0
12;3;10.490476190476215;2;2;72512.0
15;3;9.234146341463434;2;2;69336.0
18;3;7.19268292682929;2;2;69994.0
21;3;6.441463414634167;2;2;71316.0
0;3;6.192682926829296;3;3;69511.0
3;3;5.882500000000023;3;3;62276.0
6;3;5.451219512195147;3;3;64578.0
9;3;6.928571428571452;3;3;75331.0
12;3;8.521428571428592;3;3;75588.0
15;3;8.735714285714312;3;3;70744.0
18;3;7.114285714285738;3;3;69567.0
21;3;6.207142857142882;3;3;70641.0
0;3;6.092857142857171;4;4;68552.0
3;3;5.792682926829289;4;4;61094.0
6;3;5.45952380952383;4;4;62911.0
9;3;7.26666666666669;4;4;74035.0
12;3;8.797619047619072;4;4;74037.0
15;3;8.919047619047642;4;4;68772.0
18;3;6.96341463414637;4;4;67829.0
21;3;5.738095238095259;4;4;68176.0
0;3;5.242857142857166;5;5;67503.0
3;3;4.835000000000024;5;5;59121.0
6;3;4.471428571428597;5;5;57547.0
9;3;5.771428571428591;5;5;64608.0
12;3;7.5928571428571665;5;5;66945.0
15;3;7.609523809523836;5;5;61887.0
18;3;5.633333333333354;5;5;61318.0
21;3;4.530952380952404;5;5;65388.0
0;3;3.702380952380974;6;6;67083.0
3;3;2.973170731707339;6;6;59528.0
6;3;2.669047619047637;6;6;56986.0
9;3;5.030952380952403;6;6;61129.0
12;3;7.057142857142878;6;6;64252.0
15;3;6.99523809523812;6;6;58904.0
18;3;5.109523809523836;6;6;58884.0
21;3;3.530952380952403;6;6;66534.0
0;3;2.840476190476211;0;7;66806.0
3;3;2.278571428571451;0;7;60797.0
6;3;2.23809523809526;0;7;63976.0
9;3;4.795238095238117;0;7;75661.0
12;3;6.942500000000024;0;7;74961.0
15;3;6.969047619047641;0;7;71026.0
18;3;4.9428571428571635;0;7;70574.0
21;3;3.407142857142882;0;7;72804.0
0;3;2.7023809523809725;1;8;71176.0
3;3;1.769047619047641;1;8;64718.0
6;3;1.1476190476190662;1;8;67906.0
9;3;4.51666666666669;1;8;78692.0
12;3;7.319047619047642;1;8;76098.0
15;3;7.564285714285735;1;8;70879.0
18;3;6.026190476190501;1;8;70368.0
21;3;4.861904761904779;1;8;71733.0
0;3;4.219512195121977;2;9;69499.0
3;3;3.9595238095238314;2;9;62881.0
6;3;3.766666666666692;2;9;64836.0
9;3;5.6190476190476435;2;9;75735.0
12;3;7.545238095238119;2;9;76019.0
15;3;7.335714285714309;2;9;71726.0
18;3;5.728571428571451;2;9;70637.0
21;3;5.223809523809549;2;9;71372.0
0;3;4.53333333333336;3;10;69688.0
3;3;4.028571428571452;3;10;63215.0
6;3;3.716666666666685;3;10;65110.0
9;3;6.361904761904784;3;10;75489.0
12;3;9.235714285714309;3;10;73864.0
15;3;9.957142857142879;3;10;69023.0
18;3;7.795238095238114;3;10;68082.0
21;3;6.292857142857163;3;10;69841.0
0;3;5.204761904761931;4;11;68153.0
3;3;4.307142857142884;4;11;61145.0
6;3;3.7214285714285946;4;11;63798.0
9;3;6.864285714285735;4;11;75044.0
12;3;9.788095238095261;4;11;71967.0
15;3;10.373809523809545;4;11;65935.0
18;3;8.20714285714288;4;11;64417.0
21;3;6.354761904761928;4;11;67540.0
0;3;4.959523809523827;5;12;66981.0
3;3;3.6714285714285944;5;12;58792.0
6;3;2.678571428571453;5;12;58007.0
9;3;6.5666666666666895;5;12;64552.0
12;3;10.330952380952404;5;12;63053.0
15;3;11.240476190476214;5;12;56662.0
18;3;8.609523809523827;5;12;55678.0
21;3;6.25000000000002;5;12;61446.0
0;3;4.4523809523809765;6;13;63860.0
3;3;3.2333333333333565;6;13;56917.0
6;3;2.885365853658562;6;13;54833.0
9;3;6.530952380952408;6;13;58760.0
12;3;9.851219512195145;6;13;60350.0
15;3;10.635714285714306;6;13;53419.0
18;3;8.683333333333357;6;13;53771.0
21;3;6.973809523809548;6;13;62416.0
0;3;5.395238095238121;0;14;63043.0
3;3;4.487804878048802;0;14;57424.0
6;3;3.5878048780488005;0;14;61235.0
9;3;6.958536585365876;0;14;72179.0
12;3;10.516666666666694;0;14;69110.0
15;3;11.430952380952403;0;14;63902.0
18;3;9.169047619047642;0;14;62692.0
21;3;6.619047619047641;0;14;66734.0
0;3;4.640476190476211;1;15;65565.0
3;3;3.452380952380975;1;15;59144.0
6;3;2.5119047619047796;1;15;62849.0
9;3;7.365853658536604;1;15;72691.0
12;3;11.588095238095258;1;15;68372.0
15;3;12.319047619047643;1;15;62446.0
18;3;9.659523809523831;1;15;61452.0
21;3;7.387804878048802;1;15;65258.0
0;3;6.284210526315812;2;16;63835.0
3;3;5.707500000000026;2;16;56721.0
6;3;5.0756097560975855;2;16;59802.0
9;3;6.243243243243268;2;16;71573.0
12;3;7.326190476190497;2;16;72743.0
15;3;7.400000000000022;2;16;70162.0
18;3;6.261904761904789;2;16;69505.0
21;3;5.152380952380976;2;16;70426.0
0;3;4.266666666666692;3;17;68324.0
3;3;3.5523809523809766;3;17;61315.0
6;3;3.0380952380952655;3;17;63999.0
9;3;6.390476190476216;3;17;73964.0
12;3;9.592682926829289;3;17;70828.0
15;3;10.654761904761923;3;17;64734.0
18;3;8.478571428571453;3;17;62532.0
21;3;6.0095238095238335;3;17;66808.0
0;3;4.159523809523831;4;18;65887.0
3;3;3.147619047619073;4;18;59731.0
6;3;2.3309523809524033;4;18;63008.0
9;3;7.273809523809547;4;18;72205.0
12;3;11.35476190476193;4;18;68944.0
15;3;12.538095238095263;4;18;61895.0
18;3;9.571428571428594;4;18;59499.0
21;3;6.500000000000021;4;18;64112.0
0;3;5.040476190476216;5;19;64150.0
3;3;4.071428571428594;5;19;56625.0
6;3;3.757142857142879;5;19;55699.0
9;3;7.657142857142882;5;19;61996.0
12;3;11.090243902439049;5;19;62755.0
15;3;12.047619047619069;5;19;56906.0
18;3;9.790476190476214;5;19;55379.0
21;3;7.442857142857166;5;19;60429.0
0;3;6.035714285714306;6;20;62002.0
3;3;5.46666666666669;6;20;54416.0
6;3;5.316666666666686;6;20;51544.0
9;3;7.7097560975610016;6;20;55512.0
12;3;10.007142857142883;6;20;59673.0
15;3;10.590476190476211;6;20;53806.0
18;3;9.062500000000025;6;20;53635.0
21;3;7.5428571428571685;6;20;60774.0
0;3;6.4190476190476415;0;21;60830.0
3;3;5.5428571428571605;0;21;54488.0
6;3;5.223809523809548;0;21;58375.0
9;3;8.864285714285739;0;21;68609.0
12;3;11.719047619047645;0;21;66922.0
15;3;12.19047619047622;0;21;62740.0
18;3;10.219047619047647;0;21;61008.0
21;3;7.859523809523831;0;21;64297.0
0;3;6.356097560975631;1;22;62992.0
3;3;5.221428571428592;1;22;56299.0
6;3;4.3487804878049;1;22;59342.0
9;3;9.173809523809544;1;22;68595.0
12;3;12.304878048780513;1;22;66100.0
15;3;13.100000000000012;1;22;60728.0
18;3;10.611904761904785;1;22;58560.0
21;3;7.8880952380952625;1;22;63194.0
0;3;6.350000000000023;2;23;62251.0
3;3;5.2761904761905;2;23;55875.0
6;3;4.740476190476214;2;23;59155.0
9;3;9.197560975609779;2;23;69352.0
12;3;11.854761904761927;2;23;67626.0
15;3;12.148780487804896;2;23;63284.0
18;3;10.07380952380955;2;23;61584.0
21;3;7.885714285714311;2;23;64485.0
0;3;6.404761904761929;3;24;63186.0
3;3;4.945238095238117;3;24;56054.0
6;3;4.558536585365877;3;24;58938.0
9;3;9.076190476190503;3;24;68218.0
12;3;11.661904761904784;3;24;66455.0
15;3;12.488095238095257;3;24;62001.0
18;3;10.335714285714307;3;24;60681.0
21;3;8.057142857142876;3;24;63575.0
0;3;6.945238095238115;4;25;62134.0
3;3;6.7833333333333545;4;25;54962.0
6;3;7.000000000000024;4;25;56778.0
9;3;9.485365853658564;4;25;67120.0
12;3;11.290476190476218;4;25;67156.0
15;3;11.907142857142881;4;25;62320.0
18;3;10.552380952380977;4;25;59339.0
21;3;8.53809523809526;4;25;61979.0
0;3;7.750000000000026;5;26;61054.0
3;3;7.29761904761907;5;26;52297.0
6;3;7.361904761904782;5;26;51014.0
9;3;11.735714285714309;5;26;56087.0
12;3;15.280952380952396;5;26;56832.0
15;3;16.53809523809526;5;26;51560.0
18;3;14.06428571428574;5;26;49162.0
21;3;11.08717948717951;5;26;54452.0
0;3;9.157142857142876;6;27;56408.0
3;3;8.135714285714306;6;27;51429.0
6;3;7.623809523809546;6;27;45931.0
9;3;9.707500000000023;6;27;49686.0
12;3;11.648717948717977;6;27;55296.0
15;3;12.135714285714311;6;27;49313.0
18;3;10.340476190476213;6;27;46792.0
21;3;8.552380952380974;6;27;55433.0
0;3;7.966666666666692;0;28;57933.0
3;3;7.916666666666693;0;28;49862.0
6;3;8.375000000000025;0;28;47536.0
9;3;11.142857142857167;0;28;51479.0
12;3;13.414285714285738;0;28;56745.0
15;3;13.11666666666669;0;28;50860.0
18;3;11.250000000000023;0;28;48954.0
21;3;9.22380952380954;0;28;57195.0
0;3;8.416666666666687;1;29;57771.0
3;3;7.588095238095258;1;29;50829.0
6;3;7.169047619047642;1;29;53727.0
9;3;10.969047619047641;1;29;66906.0
12;3;13.570731707317094;1;29;65706.0
15;3;14.121428571428591;1;29;60922.0
18;3;12.397619047619076;1;29;57332.0
21;3;10.538095238095263;1;29;60873.0
0;3;9.652380952380975;2;30;59336.0
3;3;9.095238095238118;2;30;50859.0
6;3;8.75000000000002;2;30;52550.0
9;3;12.1761904761905;2;30;65243.0
12;3;14.21904761904764;2;30;65198.0
15;3;14.516666666666694;2;30;60939.0
18;3;12.557142857142882;2;30;57807.0
21;3;10.390476190476212;2;30;60830.0
0;3;9.458536585365875;3;31;59083.0
3;3;8.916666666666691;3;31;50450.0
6;3;8.85714285714288;3;31;51789.0
9;3;11.054761904761934;3;31;64262.0
12;3;12.447619047619067;3;31;65585.0
15;3;12.278571428571452;3;31;61867.0
18;3;10.542857142857162;3;31;59714.0
21;3;8.569047619047641;3;31;62019.0
0;4;7.3761904761905;4;1;61222.0
3;4;6.030952380952401;4;1;53226.0
6;4;5.426190476190497;4;1;55986.0
9;4;8.32439024390246;4;1;69204.0
12;4;10.54523809523812;4;1;67665.0
15;4;11.009523809523829;4;1;61571.0
18;4;9.735714285714305;4;1;58288.0
21;4;7.764285714285731;4;1;61153.0
0;4;6.692857142857161;5;2;61331.0
3;4;5.969047619047643;5;2;52234.0
6;4;5.857142857142876;5;2;50864.0
9;4;9.835714285714309;5;2;58192.0
12;4;12.083333333333359;5;2;60178.0
15;4;13.388095238095264;5;2;54556.0
18;4;12.36904761904764;5;2;52021.0
21;4;11.014285714285739;5;2;55879.0
0;4;10.509523809523836;6;3;57138.0
3;4;9.85476190476193;6;3;47938.0
6;4;9.988095238095255;6;3;44443.0
9;4;13.930952380952403;6;3;48259.0
12;4;16.69756097560978;6;3;51501.0
15;4;16.535714285714306;6;3;45782.0
18;4;13.873809523809545;6;3;44766.0
21;4;11.785714285714311;6;3;52305.0
0;4;10.459523809523834;0;4;52900.0
3;4;9.861904761904782;0;4;45520.0
6;4;9.573809523809544;0;4;48286.0
9;4;12.72682926829271;0;4;61134.0
12;4;14.717073170731732;0;4;61577.0
15;4;14.541666666666693;0;4;57570.0
18;4;12.759523809523833;0;4;54189.0
21;4;11.09047619047621;0;4;57120.0
0;4;10.273809523809547;1;5;56031.0
3;4;9.785714285714311;1;5;47837.0
6;4;9.419047619047639;1;5;49685.0
9;4;11.771428571428595;1;5;62108.0
12;4;13.557142857142882;1;5;62399.0
15;4;13.933333333333353;1;5;57905.0
18;4;12.485714285714307;1;5;54854.0
21;4;9.900000000000025;1;5;57125.0
0;4;8.841463414634168;2;6;56606.0
3;4;7.911904761904783;2;6;48631.0
6;4;7.780952380952406;2;6;50987.0
9;4;12.21219512195124;2;6;62537.0
12;4;14.295238095238119;2;6;62087.0
15;4;14.83571428571431;2;6;57882.0
18;4;12.529268292682948;2;6;54893.0
21;4;10.261904761904782;2;6;57911.0
0;4;8.966666666666688;3;7;57590.0
3;4;7.926190476190497;3;7;49601.0
6;4;7.521428571428593;3;7;51984.0
9;4;10.507142857142881;3;7;63764.0
12;4;11.86904761904764;3;7;63631.0
15;4;12.011904761904784;3;7;59397.0
18;4;9.930952380952407;3;7;56291.0
21;4;7.363414634146366;3;7;59378.0
0;4;6.311904761904779;4;8;59435.0
3;4;5.378571428571454;4;8;52065.0
6;4;5.648780487804899;4;8;54676.0
9;4;9.442857142857168;4;8;66044.0
12;4;11.257142857142881;4;8;64544.0
15;4;11.48809523809526;4;8;59612.0
18;4;9.742857142857167;4;8;56389.0
21;4;7.371428571428595;4;8;59121.0
0;4;6.38571428571431;5;9;59570.0
3;4;5.959523809523828;5;9;50832.0
6;4;6.078571428571452;5;9;49349.0
9;4;9.257142857142876;5;9;55557.0
12;4;11.602380952380978;5;9;57463.0
15;4;12.295238095238119;5;9;52462.0
18;4;10.330952380952404;5;9;50110.0
21;4;7.721428571428591;5;9;54600.0
0;4;6.188095238095256;6;10;57650.0
3;4;5.2634146341463595;6;10;49579.0
6;4;5.342500000000025;6;10;47215.0
9;4;11.947619047619071;6;10;50917.0
12;4;15.91707317073173;6;10;52528.0
15;4;17.133333333333358;6;10;45932.0
18;4;14.676923076923103;6;10;43119.0
21;4;11.788095238095261;6;10;50603.0
0;4;10.109523809523829;0;11;52855.0
3;4;9.271428571428592;0;11;45356.0
6;4;9.085000000000017;0;11;48237.0
9;4;13.076190476190499;0;11;59632.0
12;4;15.423076923076946;0;11;60697.0
15;4;15.61428571428574;0;11;56780.0
18;4;13.352380952380972;0;11;53554.0
21;4;10.047619047619067;0;11;55705.0
0;4;8.71904761904764;1;12;55934.0
3;4;7.619047619047642;1;12;47953.0
6;4;7.990476190476214;1;12;50384.0
9;4;14.121428571428597;1;12;60558.0
12;4;16.619047619047645;1;12;60025.0
15;4;16.838095238095267;1;12;55191.0
18;4;14.111904761904785;1;12;51826.0
21;4;11.12857142857145;1;12;54418.0
0;4;9.714285714285737;2;13;54585.0
3;4;8.804761904761929;2;13;46674.0
6;4;8.766666666666692;2;13;48603.0
9;4;13.2487804878049;2;13;59621.0
12;4;15.530952380952405;2;13;60310.0
15;4;14.666666666666694;2;13;55780.0
18;4;12.752380952380978;2;13;52694.0
21;4;9.81428571428574;2;13;54325.0
0;4;8.319047619047643;3;14;55157.0
3;4;7.019047619047639;3;14;47420.0
6;4;7.678571428571452;3;14;49580.0
9;4;13.092857142857167;3;14;59472.0
12;4;15.940476190476213;3;14;59657.0
15;4;16.34047619047621;3;14;55705.0
18;4;14.25000000000002;3;14;52713.0
21;4;11.53809523809526;3;14;54602.0
0;4;10.69761904761907;4;15;54499.0
3;4;10.078571428571449;4;15;46105.0
6;4;10.250000000000021;4;15;47635.0
9;4;13.954761904761929;4;15;58091.0
12;4;16.07857142857145;4;15;58709.0
15;4;16.295238095238116;4;15;54465.0
18;4;14.197619047619067;4;15;51406.0
21;4;12.104761904761931;4;15;52799.0
0;4;11.273809523809543;5;16;53776.0
3;4;10.378571428571451;5;16;44404.0
6;4;10.278571428571452;5;16;42608.0
9;4;13.55238095238098;5;16;48659.0
12;4;15.335714285714305;5;16;51563.0
15;4;14.823809523809544;5;16;47423.0
18;4;12.445238095238118;5;16;45593.0
21;4;10.642857142857164;5;16;49130.0
0;4;9.246341463414652;6;17;52192.0
3;4;8.338095238095258;6;17;43867.0
6;4;8.197619047619073;6;17;41508.0
9;4;11.014285714285737;6;17;45504.0
12;4;12.133333333333358;6;17;50345.0
15;4;12.40000000000002;6;17;45499.0
18;4;10.49285714285717;6;17;44173.0
21;4;7.933333333333355;6;17;50914.0
0;4;6.4666666666666925;0;18;53710.0
3;4;5.402439024390266;0;18;46922.0
6;4;5.312195121951244;0;18;50789.0
9;4;10.602380952380978;0;18;62344.0
12;4;12.890476190476214;0;18;61379.0
15;4;13.545238095238119;0;18;56876.0
18;4;11.735714285714307;0;18;52750.0
21;4;7.695238095238123;0;18;54837.0
0;4;6.087804878048804;1;19;56909.0
3;4;4.995121951219536;1;19;49435.0
6;4;5.771428571428588;1;19;52312.0
9;4;12.34523809523811;1;19;62126.0
12;4;15.965853658536611;1;19;60122.0
15;4;17.302380952380968;1;19;54969.0
18;4;15.033333333333356;1;19;50901.0
21;4;11.447619047619064;1;19;52653.0
0;4;9.630952380952404;2;20;54381.0
3;4;8.392857142857164;2;20;46386.0
6;4;8.880952380952403;2;20;48898.0
9;4;13.761904761904784;2;20;58804.0
12;4;17.385714285714307;2;20;58456.0
15;4;18.64047619047621;2;20;54176.0
18;4;16.25000000000002;2;20;50879.0
21;4;13.316666666666693;2;20;52538.0
0;4;11.71190476190479;3;21;53240.0
3;4;10.98205128205131;3;21;44871.0
6;4;11.1761904761905;3;21;46705.0
9;4;14.85714285714288;3;21;56869.0
12;4;17.21951219512198;3;21;57820.0
15;4;16.87804878048783;3;21;54277.0
18;4;14.904761904761926;3;21;51332.0
21;4;12.661904761904779;3;21;51893.0
0;4;11.314285714285738;4;22;52451.0
3;4;10.442857142857164;4;22;43739.0
6;4;10.692857142857166;4;22;45225.0
9;4;13.909523809523833;4;22;56169.0
12;4;15.852380952380972;4;22;57341.0
15;4;15.445238095238118;4;22;53111.0
18;4;13.947619047619067;4;22;50114.0
21;4;12.219047619047641;4;22;50906.0
0;4;11.166666666666691;5;23;52290.0
3;4;10.521428571428594;5;23;42936.0
6;4;10.25750000000002;5;23;41391.0
9;4;11.519512195121974;5;23;47939.0
12;4;12.409756097560997;5;23;52623.0
15;4;12.202439024390268;5;23;49286.0
18;4;10.609756097560998;5;23;47413.0
21;4;8.52926829268295;5;23;49692.0
0;4;7.226829268292708;6;24;53855.0
3;4;5.768292682926847;6;24;45972.0
6;4;5.963414634146364;6;24;43759.0
9;4;9.290243902439046;6;24;47672.0
12;4;10.504878048780517;6;24;52436.0
15;4;10.565853658536604;6;24;47852.0
18;4;9.13414634146344;6;24;46808.0
21;4;6.904878048780507;6;24;52663.0
0;4;5.500000000000024;0;25;55673.0
3;4;4.432500000000024;0;25;49200.0
6;4;5.0878048780488;0;25;52597.0
9;4;9.409756097560997;0;25;64116.0
12;4;11.173170731707344;0;25;64296.0
15;4;11.865853658536606;0;25;60728.0
18;4;10.4707317073171;0;25;57731.0
21;4;8.778048780487827;0;25;58744.0
0;4;7.765853658536608;1;26;59276.0
3;4;6.912195121951241;1;26;51017.0
6;4;6.946341463414656;1;26;52794.0
9;4;9.495121951219538;1;26;63929.0
12;4;10.931707317073196;1;26;64471.0
15;4;11.00487804878051;1;26;61021.0
18;4;9.229268292682947;1;26;57460.0
21;4;7.185365853658561;1;26;58439.0
0;4;5.765000000000022;2;27;60930.0
3;4;4.914634146341484;2;27;52925.0
6;4;5.531707317073194;2;27;56065.0
9;4;9.514634146341487;2;27;66302.0
12;4;11.211904761904785;2;27;65271.0
15;4;11.814285714285738;2;27;60836.0
18;4;10.026190476190495;2;27;56936.0
21;4;6.897619047619075;2;27;58055.0
0;4;5.366666666666689;3;28;60324.0
3;4;4.211904761904789;3;28;52896.0
6;4;4.752380952380975;3;28;55380.0
9;4;9.94285714285716;3;28;65331.0
12;4;11.902380952380973;3;28;63577.0
15;4;12.785714285714308;3;28;58993.0
18;4;11.330952380952406;3;28;54927.0
21;4;7.995121951219536;3;28;56052.0
0;4;6.480952380952402;4;29;58867.0
3;4;5.652380952380978;4;29;51262.0
6;4;6.335714285714309;4;29;53968.0
9;4;11.509523809523833;4;29;63764.0
12;4;13.397619047619068;4;29;62186.0
15;4;14.090476190476211;4;29;57269.0
18;4;12.64523809523812;4;29;53609.0
21;4;8.911904761904786;4;29;54696.0
0;4;7.402439024390262;5;30;57451.0
3;4;6.640476190476213;5;30;48017.0
6;4;7.192307692307716;5;30;46735.0
9;4;10.25000000000002;5;30;53296.0
12;4;11.142857142857164;5;30;56207.0
15;4;11.054761904761927;5;30;52538.0
18;4;9.583333333333355;5;30;50350.0
21;4;7.295238095238117;5;30;51831.0
0;5;5.8404761904762115;6;1;56700.0
3;5;4.80714285714288;6;1;48482.0
6;5;5.574358974358993;6;1;46018.0
9;5;9.702380952380981;6;1;49053.0
12;5;11.642857142857167;6;1;52129.0
15;5;12.70714285714288;6;1;46876.0
18;5;11.671428571428597;6;1;44532.0
21;5;8.921428571428594;6;1;49514.0
0;5;7.228571428571449;0;2;53203.0
3;5;6.36666666666669;0;2;46418.0
6;5;7.483333333333356;0;2;50102.0
9;5;13.140476190476214;0;2;60982.0
12;5;15.952380952380977;0;2;59593.0
15;5;17.009523809523834;0;2;55252.0
18;5;15.23589743589746;0;2;51493.0
21;5;11.745238095238115;0;2;52107.0
0;5;9.840625000000019;1;3;53902.0
3;5;8.604878048780513;1;3;45778.0
6;5;9.42926829268295;1;3;48218.0
9;5;13.340476190476211;1;3;58746.0
12;5;15.440476190476215;1;3;58736.0
15;5;16.221428571428596;1;3;54561.0
18;5;14.442857142857163;1;3;50832.0
21;5;10.252380952380973;1;3;50825.0
0;5;7.878571428571457;2;4;53988.0
3;5;6.066666666666683;2;4;46240.0
6;5;8.071428571428596;2;4;48874.0
9;5;14.778571428571448;2;4;58638.0
12;5;17.876190476190498;2;4;56916.0
15;5;18.909756097561;2;4;53113.0
18;5;17.30952380952383;2;4;48446.0
21;5;11.764285714285737;2;4;47753.0
0;5;9.319047619047641;3;5;51375.0
3;5;7.514285714285739;3;5;42802.0
6;5;9.842857142857163;3;5;40525.0
9;5;16.726190476190496;3;5;44445.0
12;5;20.152380952380977;3;5;46348.0
15;5;21.023809523809543;3;5;42382.0
18;5;18.721428571428596;3;5;39902.0
21;5;13.852380952380978;3;5;42504.0
0;5;11.504761904761926;4;6;47523.0
3;5;10.180952380952405;4;6;39484.0
6;5;11.90731707317075;4;6;39838.0
9;5;17.421428571428596;4;6;46622.0
12;5;20.35238095238098;4;6;48897.0
15;5;20.571428571428594;4;6;46049.0
18;5;18.735714285714316;4;6;43807.0
21;5;14.938095238095261;4;6;43533.0
0;5;13.05476190476193;5;7;47318.0
3;5;12.011904761904784;5;7;38151.0
6;5;13.10476190476193;5;7;36152.0
9;5;18.20714285714288;5;7;41586.0
12;5;20.659523809523833;5;7;45011.0
15;5;21.033333333333356;5;7;42485.0
18;5;19.316666666666688;5;7;40001.0
21;5;14.940476190476213;5;7;40641.0
0;5;13.359523809523834;6;8;45438.0
3;5;12.628571428571455;6;8;36508.0
6;5;13.688095238095261;6;8;33282.0
9;5;17.99761904761907;6;8;36760.0
12;5;20.021428571428594;6;8;41948.0
15;5;20.1809523809524;6;8;39306.0
18;5;18.24761904761907;6;8;38093.0
21;5;15.90000000000002;6;8;41596.0
0;5;14.981578947368439;0;9;44700.0
3;5;14.32439024390246;0;9;36841.0
6;5;14.60000000000002;0;9;38712.0
9;5;16.748387096774216;0;9;50724.0
12;5;17.88974358974361;0;9;53718.0
15;5;17.919047619047642;0;9;51658.0
18;5;16.83809523809526;0;9;49228.0
21;5;14.911904761904784;0;9;47862.0
0;5;14.395238095238115;1;10;48892.0
3;5;13.650000000000023;1;10;40239.0
6;5;14.014285714285734;1;10;41432.0
9;5;16.75000000000002;1;10;52631.0
12;5;19.23809523809526;1;10;54800.0
15;5;19.3714285714286;1;10;51935.0
18;5;17.390000000000022;1;10;49100.0
21;5;14.667500000000024;1;10;47339.0
0;5;13.412500000000023;2;11;48794.0
3;5;12.54500000000002;2;11;39973.0
6;5;13.092682926829294;2;11;41307.0
9;5;15.069230769230789;2;11;52744.0
12;5;16.565853658536607;2;11;55530.0
15;5;16.14390243902441;2;11;52981.0
18;5;14.746341463414653;2;11;50161.0
21;5;12.900000000000018;2;11;48492.0
0;5;11.942500000000027;3;12;50033.0
3;5;11.341463414634172;3;12;40714.0
6;5;11.735897435897455;3;12;41994.0
9;5;14.64523809523812;3;12;53588.0
12;5;16.32857142857145;3;12;55592.0
15;5;16.424390243902458;3;12;52861.0
18;5;14.845238095238116;3;12;50185.0
21;5;13.380952380952404;3;12;48748.0
0;5;12.773684210526337;4;13;50096.0
3;5;12.530952380952401;4;13;41146.0
6;5;12.91666666666669;4;13;42214.0
9;5;15.045000000000027;4;13;53878.0
12;5;16.464285714285737;4;13;55790.0
15;5;16.611904761904785;4;13;52222.0
18;5;14.942857142857168;4;13;49126.0
21;5;13.164285714285738;4;13;47303.0
0;5;12.311904761904787;5;14;49884.0
3;5;11.695238095238121;5;14;40038.0
6;5;11.96666666666669;5;14;37977.0
9;5;13.504761904761924;5;14;44543.0
12;5;14.907142857142876;5;14;48741.0
15;5;15.438095238095261;5;14;45587.0
18;5;13.704761904761929;5;14;42968.0
21;5;11.047619047619074;5;14;43598.0
0;5;9.48333333333336;6;15;48956.0
3;5;8.532432432432453;6;15;39989.0
6;5;9.624324324324352;6;15;37128.0
